codigo_dane,departamento,municipio,subregion,habitantes,temperatura_promedio,altura,gentilicio,bandera_url,alcalde,correo_alcalde
44560,La Guajira,Manaure,,,,,,,JHON GALVI PIMIENTA JUSAYU,alcaldia@manaure-laguajira.gov.co
44874,La Guajira,Villanueva,,,,,,,CIELOMAR PEÑALOZA DE LACOUTURE,contactenos@villanueva-guajira.gov.co
47541,Magdalena,Pedraza,,,,,,,GUSTAVO AQUILEO OSORIO OSORIO,contactenos@pedraza-magdalena.gov.co
47545,Magdalena,Pijiño del Carmen,,,,,,,ORLANDO MACHADO MACHADO,alcaldia@pijinodelcarmen-magdalena.gov.co
47570,Magdalena,Puebloviejo,,,,,,,BRANDO DE JESÚS MARQUEZ MARQUEZ,contactenos@puebloviejo-magdalena.gov.co
47692,Magdalena,San Sebastián de Buenavista,,,,,,,JIVANILDO BORDETH MERIÑO,alcaldia@sansebastiandebuenavista-magdalena.gov.co
47703,Magdalena,San Zenón,,,,,,,JOSÉ LUIS MENDEZ BECERRA,contactenos@sanzenon-magdalena.gov.co
47720,Magdalena,Santa Bárbara de Pinto,,,,,,,HEGEL ALFONSO GARIZAO OSORIO (incapacitado)
 EFRANK SINING MELO (suplemente) 84454307,contactenos@santabarbaradepinto-magdalena.gov.co
47980,Magdalena,Zona Bananera,,,,,,,CLARETH MARGARITA OLAYA JIMENEZ,contactenos@zonabananera-magdalena.gov.co
00000,NACIONAL,NACIONAL,,,,,,,,
52019,Nariño,Albán,,,,,,,LUCIANO CORONEL BOLAÑOS,alcaldia@alban-narino.gov.co
52022,Nariño,Aldana,,,,,,,OSCAR JAVIER QUITIAQUEZ QUITIAQUEZ,alcaldia@aldana-narino.gov.co
52036,Nariño,Ancuyá,,,,,,,DOLORES ELIZABETH PORTILLA ACOSTA,contactenos@ancuya-narino.gov.co
52051,Nariño,Arboleda,,,,,,,MARILUZ CRISTINA DELGADO GAVIRIA,gobierno@arboleda-narino.gov.co
52079,Nariño,Barbacoas,,,,,,,MARIO ALEXANDER HURTADO QUIÑONES,alcaldia@barbacoas-narino.gov.co
52083,Nariño,Belén,,,,,,,JAIR ZAMBRANO BRAVO,alcaldia@belen-narino.gov.co
52110,Nariño,Buesaco,,,,,,,OSWALDO PABON DIAZ,alcaldia@buesaco-narino.gov.co
52240,Nariño,Chachagüí,,,,,,,FRANCISCO ENRIQUE ÁLVAREZ LÓPEZ,contactenos@chachagui-narino.gov.co
52203,Nariño,Colón,,,,,,,SEGUNDO BUENAVENTURA SOLARTE MUÑOZ,alcaldia@colongenova-narino.gov.co
52207,Nariño,Consaca,,,,,,,WEYKMAN ALEXEY JOJOA PARRA,alcaldia@consaca-narino.gov.co
52210,Nariño,Contadero,,,,,,,DAVID ALBEIRO BENAVIDES ARTEAGA,contactenos@contadero-narino.gov.co
52215,Nariño,Córdoba,,,,,,,EDWIN ALIRIO CERON HERNÁNDEZ,contactenos@cordoba-narino.gov.co
52224,Nariño,Cuaspud,,,,,,,WILMER ADRIÁN PALACIOS JACOME,alcaldia@cuaspud-narino.gov.co
52227,Nariño,Cumbal,,,,,,,HECTOR ANDRÉS TAPIE ALPALA,alcaldia@cumbal-narino.gov.co
52233,Nariño,Cumbitara,,,,,,,ADRIANA MARÍA LÓPEZ MARROQUIN,alcaldia@cumbitara-narino.gov.co
52250,Nariño,El Charco,,,,,,,DIANA MILENA PALACIOS ESTUPIÑAN,contactenos@elcharco-narino.gov.co
52254,Nariño,El Peñol,,,,,,,DUVAN YAMIR CHAVES GUERRA,contactenos@elpenol-narino.gov.co
52256,Nariño,El Rosario,,,,,,,EUDES GÓMEZ SALAZAR,alcaldia@elrosario-narino.gov.co
52258,Nariño,El Tablón de Gómez,,,,,,,FENER IVAN ORDOÑEZ BOLAÑOS,contactenos@eltablondegomez-narino.gov.co
52260,Nariño,El Tambo,,,,,,,HECTOR FAUSTO FAJARDO ENRIQUEZ,alcaldia@eltambo-narino.gov.co
52520,Nariño,Francisco Pizarro,,,,,,,FRANCISCA MIREYA BALLECILLA CASTILLO,alcaldia@franciscopizarro-narino.gov.co
52287,Nariño,Funes,,,,,,,JAMEZ ENRIQUE CUNDAR ZAMBRANO,contactenos@funes-narino.gov.co
52317,Nariño,Guachucal,,,,,,,ANA LUCIA INAMPUES TORO,contactenos@guachucal-narino.gov.co
52320,Nariño,Guaitarilla,,,,,,,INGRID MAIRETH MELO SOLARTE,contactenos@guaitarilla-narino.gov.co
52323,Nariño,Gualmatán,,,,,,,JAVIER ANTONIO HORMAZA MOLINA,alcaldia@gualmatan-narino.gov.co
52352,Nariño,Iles,,,,,,,JHON HAIDER TAQUEZ CHAVEZ,contactenos@iles-narino.gov.co
52354,Nariño,Imués,,,,,,,LUIS FERNANDO HERNÁNDEZ MELO,contactenos@imues-narino.gov.co
52356,Nariño,Ipiales,,,,,,,JOSÉ AMÍLCAR PANTOJA IPIALES,alcalde@ipiales-narino.gov.co
52378,Nariño,La Cruz,,,,,,,FABIAN GUERRERO MORA,alcaldia@lacruz-narino.gov.co
52381,Nariño,La Florida,,,,,,,ANDRÉS FELIPE DIAZ MUÑOZ,contacto@laflorida-narino.gov.co
52385,Nariño,La Llanada,,,,,,,JUAN CARLOS TAPIA AYALA,alcaldia@lallanada-narino.gov.co
52390,Nariño,La Tola,,,,,,,JAIME ANCHICO SINISTERRA,alcaldia@latola-narino.gov.co
52399,Nariño,La Unión,,,,,,,JAIME JAVIER MONTENEGRO TORRES,alcaldia@launion-narino.gov.co
52405,Nariño,Leiva,,,,,,,ERNESTO ZUÑIGA OSORIO,contacto@leiva-narino.gov.co
52411,Nariño,Linares,,,,,,,IVAN DARÍO ZAMBRANO LUCERO,contactenos@linares-narino.gov.co
52418,Nariño,Los Andes,,,,,,,CRISTIAN JHONATHAN APRAEZ MARROQUIN,contactenos@losandessotomayor-narino.gov.co
52427,Nariño,Magüi,,,,,,,DIEGO FERNANDO CAICEDO ANGULO,contactenos@maguipayan-narino.gov.co
52435,Nariño,Mallama,,,,,,,GIOVANNY ALVEIRO MUÑOZ BURBANO,alcaldia@mallama-narino.gov.co
52473,Nariño,Mosquera,,,,,,,KAREN LIZETH PINEDA PINEDA,contactenos@mosquera-narino.gov.co
52480,Nariño,Nariño,,,,,,,ROBERTO CARLOS BETANCOURT RAMOS,contactenos@narino-narino.gov.co
52490,Nariño,Olaya Herrera,,,,,,,BREINER PAREDES ESTUPIÑAN,contactenos@olayaherrera-narino.gov.co
52506,Nariño,Ospina,,,,,,,NIXON BAYARDO LÓPEZ VILLAREAL,alcaldia@ospina-narino.gov.co
52001,Nariño,Pasto,,,,,,,NICOLAS MARTIN TORO MUÑOZ,contactenos@pasto.gov.co
52540,Nariño,Policarpa,,,,,,,EDUAR YONFREY ROJAS LÓPEZ,contactenos@policarpa-narino.gov.co
52560,Nariño,Potosí,,,,,,,WILSON FERNEY TELLO PORTILLA,contactenos@potosi-narino.gov.co
52565,Nariño,Providencia,,,,,,,JOSÉ FLORENCIO PORTILLO ASMAZA,contactenos@providencia-narino.gov.co
52573,Nariño,Puerres,,,,,,,GRACIELA ESMERALDA LUCERO HERNÁNDEZ,alcaldia@puerres-narino.gov.co
52585,Nariño,Pupiales,,,,,,,WYLTON OLEYDER BELALCAZAR GAON,alcaldia@pupiales-narino.gov.co
52612,Nariño,Ricaurte,,,,,,,ABEL ANGEL QUIÑONES URBANO,alcaldia@ricaurte-narino.gov.co
52621,Nariño,Roberto Payán,,,,,,,OSME JAVIER SEGURA CABEZAS,contactenos@robertopayan-narino.gov.co
52678,Nariño,Samaniego,,,,,,,ARMANDO WILLIAN ANDRADE IBARRA,contactenos@samaniego-narino.gov.co
52835,Nariño,San Andres de Tumaco,,,,,,,,
52685,Nariño,San Bernardo,,,,,,,JAIRO ARLEY IBARRA MORENO,contactenos@sanbernardo-narino.gov.co
52687,Nariño,San Lorenzo,,,,,,,RUBER ALMINCAR MUÑOZ TENORIO,contactenos@sanlorenzo-narino.gov.co
52693,Nariño,San Pablo,,,,,,,MARIO ALBERTO TRUJILLO CERON,contactenos@sanpablo-narino.gov.co
52694,Nariño,San Pedro de Cartago,,,,,,,WALTER FERNANDO RODRÍGUEZ LÓPEZ,alcaldia@sanpedrodecartago-narino.gov.co
52683,Nariño,Sandoná,,,,,,,BYRON ANDRÉS ZAMBRANO ROSAS,alcaldia@sandona-narino.gov.co
52696,Nariño,Santa Bárbara,,,,,,,SIFREDO BARROS PINILLOS,contactenos@santabarbara-narino.gov.co
52699,Nariño,Santacruz,,,,,,,,
52720,Nariño,Sapuyes,,,,,,,LEIDY YAQUELINE RODRÍGUEZ MENESES,alcaldia@sapuyes-narino.gov.co
52786,Nariño,Taminango,,,,,,,HERMES FERNANDO LATORRE CALVACHE,contactenos@taminango-narino.gov.co
52788,Nariño,Tangua,,,,,,,MARINO ENRIQUE TIMANA,contactenos@tangua-narino.gov.co
52838,Nariño,Túquerres,,,,,,,LUIS FERNANDO LEITON LÓPEZ,contactenos@tuquerres-narino.gov.co
52885,Nariño,Yacuanquer,,,,,,,JULIO ALEJANDRO INSUASTY GUZMÁN,contactenos@yacuanuquer-narino.gov.co
86219,Putumayo,Colón,,,,,,,JINNETH VALENTINA TORRES MONTERO,alcaldia@colon-putumayo.gov.co
86573,Putumayo,Leguízamo,,,,,,,,
86001,Putumayo,Mocoa,,,,,,,CARLOS HUGO PIEDRAHITA PÉREZ,contactenos@mocoa-putumayo.gov.co
86320,Putumayo,Orito,,,,,,,EDINSON HUMBERTO RAMÍREZ DELGADO,despacho@orito-putumayo.gov.co
86568,Putumayo,Puerto Asís,,,,,,,JORGE HERLINTO GARCÍA LÓPEZ,alcaldia@puertoasis-putumayo.gov.co
86569,Putumayo,Puerto Caicedo,,,,,,,EDERTH ADRIÁN IBARRA OLIVA,contactenos@puertocaicedo-putumayo.gov.co
86571,Putumayo,Puerto Guzmán,,,,,,,MIGUEL ANGEL MUÑOZ GÓMEZ,contactenos@puertoguzman-putumayo.gov.co
86755,Putumayo,San Francisco,,,,,,,OSCAR JAVIER ESCOBAR BRAVO,alcaldia@sanfrancisco-putumayo.gov.co
86757,Putumayo,San Miguel,,,,,,,JOSÉ JAIRO LÓPEZ MELO,contactenos@sanmiguel-putumayo.gov.co
86760,Putumayo,Santiago,,,,,,,FRANKLIN LIBARDO BENAVIDES REVELO,contacto@santiago-putumayo.gov.co
86749,Putumayo,Sibundoy,,,,,,,CAMILO FERNANDO PABON GONZÁLEZ,contactenos@sibundoy-santander.gov.co
86865,Putumayo,Valle del Guamuez,,,,,,,JEURIN ZAN MENESES GÓMEZ,alcaldia@valledelguamuez-putumayo.gov.co
86885,Putumayo,Villagarzón,,,,,,,LUIS EDUARDO GARCIA FRANCO,contactenos@villagarzon-putumayo.gov.co
63111,Quindio,Buenavista,,,,,,,JHON STEBAN ARISTIZABAL RENDON,alcaldia@buenavista-quindio.gov.co
63130,Quindio,Calarca,,,,,,,JUAN SEBASTIÁN RAMOS VELASCO,contactenos@calarca-quindio.gov.co
63190,Quindio,Circasia,,,,,,,JULIAN ANDRÉS PEÑA SIERRA,alcaldia@circasia-quindio.gov.co
63212,Quindio,Córdoba,,,,,,,GUILLERMO ANDRÉS VALENCIA HENAO,contactenos@cordoba-quindio.gov.co
63272,Quindio,Filandia,,,,,,,DUBERNEY PAREJA GIRALDO,contactenos@filandia-quindio.gov.co
63302,Quindio,Génova,,,,,,,DIEGO FERNANDO SICUA GALVIS,contactenos@genova-quindio.gov.co
63401,Quindio,La Tebaida,,,,,,,RICARDO ALFONSO CELIS ROJAS,contactenos@latebaida-quindio.gov.co
63470,Quindio,Montenegro,,,,,,,GUSTAVO ADOLFO PAVA BUSCH,contactenos@montenegro-quindio.gov.co
63548,Quindio,Pijao,,,,,,,JOHN JAIRO RESTREPO GALLEGO,contactenos@pijao-quindio.gov.co
63594,Quindio,Quimbaya,,,,,,,JUAN MANUEL RODRÍGUEZ BRITO,alcaldia@quimbaya-quindio.gov.co
63690,Quindio,Salento,,,,,,,SANTIAGO ANGEL MORALES,alcaldia@salento-quindio.gov.co
66045,Risaralda,Apía,,,,,,,JORGE ANDRÉS HOYOS HENAO,contactenos@apia-risaralda.gov.co
66075,Risaralda,Balboa,,,,,,,JOSÉ ERNESTO MIRANDA MARQUEZ,contactenos@balboa-risaralda.gov.co
66088,Risaralda,Belén de Umbría,,,,,,,JOHN FREDY MONTES VELÁSQUEZ,contactenos@belendeumbria-risaralda.gov.co
66170,Risaralda,Dosquebradas,,,,,,,ROBERTO JIMÉNEZ NARANJO,archivo@dosquebradas.gov.co
66318,Risaralda,Guática,,,,,,,FERNEY CASTRO COLORADO,alcaldia@guatica-risaralda.gov.co
66383,Risaralda,La Celia,,,,,,,CARLOS URIEL ISAZA GALLEGO,despacho@lacelia-risaralda.gov.co
66400,Risaralda,La Virginia,,,,,,,JUAN CARLOS BOTERO BARON,despacho@lavirginia-risaralda.gov.co
66440,Risaralda,Marsella,,,,,,,ALBERTO PELAEZ HENAO,alcalde@marsella-risaralda.gov.co
66456,Risaralda,Mistrató,,,,,,,DIEGO PARRA MEJIA ACEVEDO,alcaldia@mistrato-risaralda.gov.co
66572,Risaralda,Pueblo Rico,,,,,,,MARTIN SIAGAMA GUTIÉRREZ,contactenos@pueblorico-risaralda.gov.co
66594,Risaralda,Quinchía,,,,,,,JADER DE JESÚS CLAVIJO BAÑOL,contactenos@quinchia-risaralda.gov.co
66682,Risaralda,Santa Rosa de Cabal,,,,,,,PAULO CESAR GÓMEZ HOYOS,contactenos@santarosadecabal-risaralda.gov.co
66687,Risaralda,Santuario,,,,,,,MIGUEL ANTONIO BEDOYA JIMENEZ,contactenos@santuario-risaralda.gov.co
68296,Santander,Galán,,,,,,,SOFIA MEDINA SERRANO,contactenos@galan-santander.gov.co
68320,Santander,Guadalupe,,,,,,,GUSTAVO FRANCO GÓMEZ,contactenos@guadalupe-santander.gov.co
68368,Santander,Jesús María,,,,,,,FREINER LEONEL FARFAN LAMUS,alcaldia@jesusmaria-santander.gov.co
68425,Santander,Macaravita,,,,,,,SERGIO ANDRÉS PAEZ VÁSQUEZ,contactenos@macaravita-santander.gov.co
68498,Santander,Ocamonte,,,,,,,SERGIO ANDRÉS CHACÓN REYES,alcaldia@ocamonte-santander.gov.co
68500,Santander,Oiba,,,,,,,ELKIN ALFONSO REYES PLATA,contactenos@oiba-santander.gov.co
68502,Santander,Onzaga,,,,,,,JUAN FERNANDO CACERES NAVAS,alcaldia@onzaga-santander.gov.co
68522,Santander,Palmar,,,,,,,CRISTIAN ANDRÉS SALAS CALA,contactenos@palmar-santander.gov.co
68524,Santander,Palmas del Socorro,,,,,,,JORGE CABALLERO RODRÍGUEZ,alcaldia@palmasdelsocorro-santander.gov.co
68533,Santander,Páramo,,,,,,,MAURICIO GAMEZ HERNÁNDEZ,alcaldia@paramo-santander.gov.co
68547,Santander,Piedecuesta,,,,,,,OSCAR JAVIER SANTOS GALVIS,contacto@alcaldiadepiedecuesta.gov.co
68549,Santander,Pinchote,,,,,,,MIGUEL JOVANNY TRIANA RODRÍGUEZ,contactenos@pinchote-santander.gov.co
68572,Santander,Puente Nacional,,,,,,,YICELA PARDO MARTÍNEZ,alcaldia@puentenacional-santander.gov.co
68573,Santander,Puerto Parra,,,,,,,DIECTSEN TELLEZ CADAVID,contactenos@puertoparra-santander.gov.co
68575,Santander,Puerto Wilches,,,,,,,JOSÉ ELÍAS MUÑOZ PÉREZ,contactenos@puertowilches-santander.gov.co
68615,Santander,Rionegro,,,,,,,HÉCTOR JOHANNY SANTANA MUÑOZ,contactenos@rionegro-santander.gov.co
68655,Santander,Sabana de Torres,,,,,,,DARÍO BUCHENICOW CABALLERO CHIQUILLO,despachoalcalde@sabanadetorres-santander.gov.co
68669,Santander,San Andrés,,,,,,,FREDY ANTONIO RAMÍREZ ORTIZ,contactenos@sanandres-santander.gov.co
68673,Santander,San Benito,,,,,,,PEDRO JOSÉ ARDILA TELLEZ,contactenos@sanbenito-santander.gov.co
68679,Santander,San Gil,,,,,,,EDGAR ORLANDO PINZÓN ROJAS,privada@sangil.gov.co
68682,Santander,San Joaquín,,,,,,,EMILTON DARÍO PÉREZ PRADA,alcaldia@sanjoaquin-santander.gov.co
68684,Santander,San José de Miranda,,,,,,,GERMAN ABILIO MORENO ESTUPIÑAN,contactenos@sanjosedemiranda-santander.gov.co
68686,Santander,San Miguel,,,,,,,JHON JAIRO SANDOVAL SANDOVAL,contactenos@sanmiguel-santander.gov.co
68689,Santander,San Vicente de Chucurí,,,,,,,OSCAR MAURICIO SANMIGUEL RODRÍGUEZ,despacho@sanvicentedechucuri-santander.gov.co
68705,Santander,Santa Bárbara,,,,,,,ELKIN MAURICIO ORTEGA BARBOSA,contactenos@santabarbara-santander.gov.co
68720,Santander,Santa Helena del Opón,,,,,,,,
68745,Santander,Simacota,,,,,,,HEYBER LEONARDO BELTRÁN,alcaldia@simacota-santander.gov.co
68755,Santander,Socorro,,,,,,,ANGEL ANTONIO ACEVEDO MARTÍNEZ,alcaldia@socorro-santander.gov.co
68770,Santander,Suaita,,,,,,,LUIS ALONSO PULIDO RANGEL,alcaldia@suaita-santander.gov.co
68773,Santander,Sucre,,,,,,,NELCY TELLEZ MARIN,contactenos@sucre-santander.gov.co
68780,Santander,Suratá,,,,,,,ECXON JERONIMO PABON VEGA,alcaldia@surata-santander.gov.co
68820,Santander,Tona,,,,,,,JESUS SANTIAGO GUTIÉRREZ LEAL,alcaldia@tona-santander.gov.co
68855,Santander,Valle de San José,,,,,,,LUIS EDUARDO RUEDA CHAVES,contactenos@valledesanjose-santander.gov.co
68861,Santander,Vélez,,,,,,,ORLANDO ARIZA ARIZA,contactenos@velez-santander.gov.co
68867,Santander,Vetas,,,,,,,ANGELICA MARÍA GARCIA RODRÍGUEZ,contactenos@vetas-santander.gov.co
68872,Santander,Villanueva,,,,,,,JOSÉ LUIS GÓMEZ MANCILLA,contactenos@villanueva-santander.gov.co
68895,Santander,Zapatoca,,,,,,,JESUS ANTONIO ACEVEDO SOLANO,contactenos@zapatoca-santander.gov.co
70110,Sucre,Buenavista,,,,,,,JOSÉ NICOLAS ARRIETA GUZMÁN,contacto@buenavista-sucre.gov.co
70124,Sucre,Caimito,,,,,,,LUCY ESTER BUELVAS MARTINEZ,alcaldia@caimito-sucre.gov.co
70230,Sucre,Chalán,,,,,,,JORGE DAVID MENDEZ VANEGAS,contactenos@chalan-sucre.gov.co
70204,Sucre,Coloso,,,,,,,DAGER MANRIQUE PATERNINA ALQUERQUE,contactenos@coloso-sucre.gov.co
70215,Sucre,Corozal,,,,,,,BAYRÓN JOAQUIN OSPINA TRESPALACIO,alcaldia@corozal-sucre.gov.co
70221,Sucre,Coveñas,,,,,,,NETSKY FERIA MORENO,alcaldia@covenas-sucre.gov.co
70233,Sucre,El Roble,,,,,,,CARLOS ALBERTO SALGADO ATENCIA,contactenos@elroble-sucre.gov.co
70235,Sucre,Galeras,,,,,,,JAVIER ISAAC CASTRO JIMENEZ,contactenos@galeras-sucre.gov.co
70265,Sucre,Guaranda,,,,,,,NOLBERTO BELTRAN BUENO,contactenos@guaranda-sucre.gov.co
70400,Sucre,La Unión,,,,,,,HERNANDO ANDRES VERGARA RICARDO,contactenos@launion-sucre.gov.co
70418,Sucre,Los Palmitos,,,,,,,GABRIEL FEDERICO REY MUSA,alcaldia@lospalmitos-sucre.gov.co
70429,Sucre,Majagual,,,,,,,LUIS GERMAN SAMPAYO MANRIQUE,contactenos@majagual-sucre.gov.co
70473,Sucre,Morroa,,,,,,,LUIS GERMAN RODRÍGUEZ DOMINGUEZ,alcaldia@morroa-sucre.gov.co
70508,Sucre,Ovejas,,,,,,,MARIO RAFAEL RICARDO RODRÍGUEZ,contactenos@ovejas-sucre.gov.co
70523,Sucre,Palmito,,,,,,,,
70670,Sucre,Sampués,,,,,,,JAVIER ANDRÉS GENEY PÉREZ,alcaldia@sampues-sucre.gov.co
70678,Sucre,San Benito Abad,,,,,,,EDGARDO DANIEL DE LA OSSA DIAZ,alcaldia@sanbenitoabad-sucre.gov.co
70702,Sucre,San Juan de Betulia,,,,,,,ROBERTO CARLOS ORTEGA ALDANA,contactenos@sanjuandebetulia-sucre.gov.co
70742,Sucre,San Luis de Sincé,,,,,,,,
70708,Sucre,San Marcos,,,,,,,ARNULFO MIGUEL ORTEGA LÓPEZ,contactenos@sanmarcos-sucre.gov.co
70713,Sucre,San Onofre,,,,,,,MARTA CECILIA CANTILLO MARTINEZ,contactenos@sanonofre-sucre.gov.co
70717,Sucre,San Pedro,,,,,,,GERMAN JUNIOR MANJARRES HERNÁNDEZ,alcaldia@sanpedro-sucre.gov.co
70820,Sucre,Santiago de Tolú,,,,,,,WILMER ANTONIO PÉREZ PÉREZ,alcaldia@santiagodetolu-sucre.gov.co
70001,Sucre,Sincelejo,,,,,,,YAHIR FERNANDO ACUÑA CARDALES,contactenos@sincelejo.gov.co
70771,Sucre,Sucre,,,,,,,ASSAD ELIAS CURE HERNÁNDEZ,contactenos@sucre-sucre.gov.co
70823,Sucre,Tolú Viejo,,,,,,,,
73024,Tolima,Alpujarra,,,,,,,DAVID RAMIRO TOVAR GUERRERO,alcaldia@alpujarra-tolima.gov.co
73026,Tolima,Alvarado,,,,,,,HENRY JULIAN RAMÍREZ ÁLVAREZ,alcaldia@alvarado-tolima.gov.co
73030,Tolima,Ambalema,,,,,,,MARCO TULIO VELÁSQUEZ PULIDO,contactenos@ambalema-tolima.gov.co
73043,Tolima,Anzoátegui,,,,,,,FERNEY PAVON BELTRÁN,alcaldia@anzoatequi-tolima.gov.co
73055,Tolima,Armero,,,,,,,MAURICIO CUELLAR ARIAS,contactenos@armeroguayabal-tolima.gov.co
73067,Tolima,Ataco,,,,,,,HÉCTOR FABIO MUÑOZ BRIÑEZ,alcaldia@ataco-tolima.gov.co
73124,Tolima,Cajamarca,,,,,,,CAMILO ERNESTO VALENCIA AGUDELO,alcaldia@cajamarca-tolima.gov.co
73148,Tolima,Carmen de Apicalá,,,,,,,LUIS ANGEL GUTIÉRREZ ORTIZ,contactenos@carmendeapicala-tolima.gov.co
73152,Tolima,Casabianca,,,,,,,WILLIAN CARDONA OROZCO,alcaldia@casabianca-tolima.gov.co
73168,Tolima,Chaparral,,,,,,,HELVER GONZÁLEZ MORA,alcaldia@chaparral-tolima.gov.co
73200,Tolima,Coello,,,,,,,SANTIAGO HERRERA YEPES,contactenos@coello-tolima.gov.co
73217,Tolima,Coyaima,,,,,,,OSWALDO MAURICIO ALAPE ARIAS,contactenos@coyaima-tolima.gov.co
73226,Tolima,Cunday,,,,,,,WILLIAM ESCOBAR LÓPEZ,contactenos@cunday-tolima.gov.co
73236,Tolima,Dolores,,,,,,,JOHN ARMANDO VERGEL RODRÍGUEZ,contactenos@dolores-tolima.gov.co
73268,Tolima,Espinal,,,,,,,WILSON GUTIÉRREZ MONTAÑA,contactenos@elespinal-tolima.gov.co
73270,Tolima,Falan,,,,,,,FORNEY MUNEVAR MONSALVE,alcaldia@falan-tolima.gov.co
73275,Tolima,Flandes,,,,,,,ANA JUDITH GAMBOA MANTILLA,Contactenos@flandes-tolima.gov.co
73283,Tolima,Fresno,,,,,,,CARLOS ENRIQUE QUIROGA CALDERÓN,contactenos@fresno-tolima.gov.co
73319,Tolima,Guamo,,,,,,,ÁLVARO AUGUSTO PRADA RUEDA,alcaldia@elguamo-tolima.gov.co
73347,Tolima,Herveo,,,,,,,GINA VANESA SILVA BURITICA,alcaldia@herveo-tolima.gov.co
73349,Tolima,Honda,,,,,,,JUAN ENRIQUE RONDON GARCIA,alcaldia@honda-tolima.gov.co
73352,Tolima,Icononzo,,,,,,,HUGO NELSON JIMÉNEZ QUINCHE,alcaldia@icononzo-tolima.gov.co
73408,Tolima,Lérida,,,,,,,LUIS CARLOS AMEZQUITA CARDENAS,alcaldia@lerida-tolima.gov.co
73411,Tolima,Líbano,,,,,,,BEATRIZ VALENCIA GÓMEZ,contactenos@libano-tolima.gov.co
73443,Tolima,Mariquita,,,,,,,MARTHA LUCIA AMAYA DIAZ,contactenos@sansebastiandemariquita-tolima.gov.co
73449,Tolima,Melgar,,,,,,,RODRIGO HERNÁNDEZ LOZANO,contactenos@melgar-tolima.gov.co
73461,Tolima,Murillo,,,,,,,MARÍA CAMILA SÁNCHEZ VELÁSQUEZ,alcaldia@murillo-tolima.gov.co
73483,Tolima,Natagaima,,,,,,,ASTRID PAVA YARA,alcaldia@natagaima-tolima.gov.co
73504,Tolima,Ortega,,,,,,,DIEGO ARBEY MATIZ GARZÓN,despachoalcalde@ortega-tolima.gov.co
73520,Tolima,Palocabildo,,,,,,,LEONARDO MALDONADO SANCHEZ,alcaldia@palocabildo-tolima.gov.co
73547,Tolima,Piedras,,,,,,,JOHN ALEXANDER PINZON HERNÁNDEZ,alcaldia@piedras-tolima.gov.co
73555,Tolima,Planadas,,,,,,,JUAN CAMILO HUEJE RIBERA,alcaldia@planadas-tolima.gov.co
73563,Tolima,Prado,,,,,,,JOSÉ JADEL FLOREZ SERRATO,alcaldia@prado-tolima.gov.co
73585,Tolima,Purificación,,,,,,,JUAN CARLOS BESSOLO MONTAÑA,contactenos@purificacion-tolima.gov.co
73616,Tolima,Rioblanco,,,,,,,DANIEL EDUARDO RODRÍGUEZ RAYO,alcaldia@rioblanco-tolima.gov.co
73622,Tolima,Roncesvalles,,,,,,,EDISSON EDUARDO GRAJALES GUTIÉRREZ,alcaldia@roncesvalles-tolima.gov.co
73624,Tolima,Rovira,,,,,,,VÍCTOR ALFONSO GUALTERO GÓMEZ,alcaldemunicipal@rovira-tolima.gov.co
73671,Tolima,Saldaña,,,,,,,HERNÁN RIVERA,alcaldia@saldana-tolima.gov.co
73675,Tolima,San Antonio,,,,,,,JOSÉ DAYLER LASSO MOSQUERA,alcaldia@sanantonio-tolima.gov.co
73678,Tolima,San Luis,,,,,,,RICARDO ANDRÉS ACOSTA SALAS,alcaldia@sanluis-tolima.gov.co
73686,Tolima,Santa Isabel,,,,,,,DIANA MAGALY CARO GALINDO,contactenos@santaisabel-tolima.gov.co
73770,Tolima,Suárez,,,,,,,CONSUELO AVILES ALDANA,alcaldia@suarez-tolima.gov.co
73854,Tolima,Valle de San Juan,,,,,,,JOHN ANDERSON BONILLA CORTES,contactenos@valledesanjuan-tolima.gov.co
73861,Tolima,Venadillo,,,,,,,ROLANDO GÓMEZ REYES,alcaldia@venadillo-tolima.gov.co
73870,Tolima,Villahermosa,,,,,,,IVAN MAURICIO PULIDO RODRÍGUEZ,contactenos@villahermosa-tolima.gov.co
73873,Tolima,Villarrica,,,,,,,JAVIER ORLANDO MONTILLA ORTIZ,contactenos@villarrica-tolima.gov.co
76111,Valle Del Cauca,Guadalajara de Buga,,,,,,,KAROL VANESSA MARTINEZ SILVA,contactenos@guadalajaradebuga-valle.gov.co
97777,Vaupés,Papunaua,,,,,,,,
